"1050℃+150MPa蠕变条件/时间","1150℃+100MPa蠕变条件/时间","700MPa不均匀变形的蠕变测试/温度","700MPa晶界滑移的蠕变测试/温度","_id","Al","Al2O3涂层/Al2O3含量","Al2O3涂层/Al含量","Al2O3涂层/Fe含量","Al2O3涂层/NH4Cl含量","Al2O3涂层/NH5Cl含量","Al2O3涂层/加热时间","Al2O3涂层/温度","Al2O4涂层/加热时间","B","C","Co","Cr","Hf","Ir","Mo","Nb","Ni","Re","Ru","Ta","Ti","W","Zr","力学性能/蠕变应变","固溶处理/时间","固溶处理/温度","固溶处理油淬/时间","固溶处理油淬/温度","固溶处理（炉冷）/时间","固溶处理（炉冷）/温度","圆盘型显微结构724Mpa且677℃下蠕变测试/时间","均匀化处理/时间","均匀化处理/温度","备注","孔型显微结构724Mpa且677℃下蠕变测试/时间","拉伸/时间","拉伸蠕变测试/测试压力","拉伸蠕变测试/测试温度","拉伸蠕变测试/蠕变时间","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","施加恒定应力/应力","施加恒定温度/温度","时效处理/时间","时效处理/温度","时效处理/炉冷","时效处理/空冷","时效处理空冷/时间","时效处理空冷/温度","材料牌号","炉冷/温度","热挤压/热挤压温度","热轧/热轧时间","热轧/热轧温度","直径/坯料直径","第一次轧制/温度","第二次轧制/温度","蠕变变形测试/时间","蠕变变形测试/测试温度","蠕变变形测试/蠕变应力","蠕变实验/平均压力","蠕变实验/平均应力","蠕变实验/时间","蠕变实验/晶向","蠕变实验/温度","蠕变断裂/加载应力","蠕变断裂/时间","蠕变断裂实验/温度","蠕变断裂测试/温度","蠕变测试/压力","蠕变测试/应力","蠕变测试/时间","蠕变测试/晶格取向","蠕变测试/温度","蠕变测试/蠕变应力","蠕变测试/蠕变时间","蠕变测试/蠕变温度","蠕变测试/试样厚度","退火/退火时间","退火/退火温度","重量/铸锭重量","镀铝/镀铝"
,,,,"ObjectId(""5b4d5268e6b1a819a85d9d51"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"4.04E+0%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","48.1735159817352h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d526de6b1a819a85d9d53"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"6.84E+0%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","61.1872146118721h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d5272e6b1a819a85d9d55"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"8.53E+0%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","65.9817351598174h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d527ce6b1a819a85d9d57"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"2.28E+0%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","31.5068493150685h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d5281e6b1a819a85d9d59"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"1.32E+0%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","17.5799086757991h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d5286e6b1a819a85d9d5b"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"2.87E+0%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","38.1278538812785h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d528be6b1a819a85d9d5d"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"8.09E-1%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","6.84931506849315h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d5290e6b1a819a85d9d5f"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"2.06E+0%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","28.5388127853881h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d5295e6b1a819a85d9d61"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"2.65E+0%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","36.3013698630137h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d529ae6b1a819a85d9d63"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"1.47E+0%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","20.5479452054795h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d529fe6b1a819a85d9d65"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"6.62E-1%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","4.10958904109589h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d52a4e6b1a819a85d9d67"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"4.41E-1%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","1.36986301369863h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d52a9e6b1a819a85d9d69"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"1.84E+0%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","25.7990867579909h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d52aee6b1a819a85d9d6b"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"1.69E+0%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","23.2876712328767h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d52b3e6b1a819a85d9d6d"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"1.18E+0%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","15.0684931506849h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d52b8e6b1a819a85d9d6f"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"1.10E+0%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","12.3287671232877h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d52bde6b1a819a85d9d71"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"2.43E+0%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","34.0182648401827h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d52c1e6b1a819a85d9d73"")","5.0","49%","24.5%","24.5%","2%",,"5h","1000℃",,,,"5.2wt.%","10.0","-",,"-",,"balance","-",,"12.1","1.4","4.0",,"9.56E-1%","2h","1287℃",,,"1h","1294℃",,,,"",,,,,,"Latief F, Kakehi K, Murakami H, et al. Influence of Crystallographic Orientation on Creep Behavior of Aluminized Ni-base Single Crystal Superalloys[C]// Superalloys. 2012:311-320.","10.11961/mater0203.MGI.20171221.ds.0028","尹海清","摘录","杨国强","2018-01-08",,,"32h","870℃",,"",,,"PWA 1480",,,,,,,,,,,,"392Mpa","10.0456621004566h","{100}","900℃",,,,,,,,,,,,,,,,,
,,,,"ObjectId(""5b4d7e51e6b1a815d464ede6"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","6.0319418869347%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.7992710^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7e56e6b1a815d464ede8"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","5.3554785483333%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.719810^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7e74e6b1a815d464edf4"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","6.9781786019806%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.86810^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7e79e6b1a815d464edf6"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","6.8237034029781%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.857710^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7e83e6b1a815d464edfa"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","5.7806405776508%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.767510^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7e88e6b1a815d464edfc"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","6.3023242326263%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.8205210^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7e8de6b1a815d464edfe"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","6.5340370311299%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.836410^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7e92e6b1a815d464ee00"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","5.6067798576172%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.751510^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7e9ce6b1a815d464ee02"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","3.8268642433557%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.45010^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7ea1e6b1a815d464ee04"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","2.566703881454%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.101910^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7ea5e6b1a815d464ee06"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","3.284577128855%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.328710^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7eaae6b1a815d464ee08"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","3.1292899708565%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.27610^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7eb0e6b1a815d464ee0a"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","3.6335165074164%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.42310^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7eb5e6b1a815d464ee0c"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","4.9492960605489%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.656310^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7ebae6b1a815d464ee0e"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","3.4782293494179%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.37110^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7ebfe6b1a815d464ee10"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","4.0011309428874%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.487210^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7ec4e6b1a815d464ee12"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","2.8189186446084%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.18110^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7ec9e6b1a815d464ee14"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","4.7171772825472%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.6193310^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7ecee6b1a815d464ee16"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","2.974205802607%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.23310^3s",,"760℃",,,,,,,,
,,,,"ObjectId(""5b4d7ed3e6b1a815d464ee18"")","4.9",,,,,,,,,"0.16","0.l5","13.2","14.3wt.%",,,"3.3",,"balance",,,,"3.7",,"0.04","2.6832199973901%","24h","1232℃",,,,,,,,"",,,,,,"Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,"46h","982℃",,,,,"Udimet-115","1000℃",,,,,,,,,,,,,,,,,,,"630Mpa",,"1.14410^3s",,"760℃",,,,,,,,
